Filename,BT_easiness,Google WC,Inflected_Tokens,Derivational_Tokens,Tokens_w_Prefixes,Tokens_w_Affixes,Compounds,number_prefixes_per_cw,number_roots_per_cw,number_suffixes_per_cw,number_affixes_per_cw,num_morphemes_per_lemma,num_morphemes_per_cw,prefix_family_size_per_cw,root_family_size_per_cw,suffix_family_size_per_cw,affix_family_size_per_cw,perc_more_freq_words_morpho_family_prefix_per_cw,prefix_freq_per_cw,prefix_log_freq_per_cw,perc_more_freq_words_morpho_family_root,root_freq,root_log_freq,perc_more_freq_words_morpho_family_suffix_per_cw,suffix_freq_per_cw,suffix_log_freq_per_cw,perc_more_freq_words_morpho_family_affix_per_cw,affix_freq_per_cw,affix_log_freq_per_cw,prefix_in_hapax_per_cw,hapax_in_prefix_per_cw,suffix_in_hapax_per_cw,hapax_in_suffix_per_cw,affix_in_hapax_per_cw,hapax_in_affix_per_cw,prefix_len_per_cw,suffix_len_per_cw,affix_len_per_cw,mean_subset_inflectional_variety_10,inflectional_TTR_10,inflectional_MCI_10,mean_subset_derivational_variety_10,derivational_TTR_10,derivational_MCI_10
2164.txt,-0.567544706,144,0.338709677,0.14516129,0.048387097,0.112903226,0,0.048387097,0.870967742,0.14516129,0.193548387,1.064516129,1.403225806,20.5483871,10.88709677,158.016129,178.5645161,0.614777002,34160.5,0.279675997,3.004778973,248305.2903,4.559835555,1.057647527,423458.2097,0.909798566,1.672424529,457618.7097,1.189474564,1.71E-06,0.000159471,3.48E-06,0.001377932,5.19E-06,0.001537403,0.112903226,0.35483871,0.467741935,2.714285714,0.228571429,-0.183673469,1.571428571,0.80952381,0.653061224
2166.txt,-1.052453379,195,0.430107527,0.139784946,0.021505376,0.11827957,0.021505376,0.021505376,0.956989247,0.129032258,0.150537634,1.107526882,1.537634409,1.537634409,14.8172043,125.516129,127.0537634,0.315244056,1713.849462,0.093866003,2.930170159,173552.5161,4.505651076,0.955829021,223533.7957,0.776302981,1.271073077,225247.6452,0.870168983,1.10E-06,2.66E-05,7.00E-06,0.001169457,8.11E-06,0.001196035,0.075268817,0.35483871,0.430107527,2.8,0.203333333,-0.62,1,0.65,-0.4
2168.txt,-1.71931941,184,0.422535211,0.084507042,0,0.084507042,0.014084507,0,0.887323944,0.112676056,0.112676056,1,1.422535211,0,13.26760563,66.69014085,66.69014085,0,0,0,1.326900799,181194.1831,4.51487015,0.151064342,199430.9014,0.684303606,0.151064342,199430.9014,0.684303606,0,0,2.70E-06,0.000378604,2.70E-06,0.000378604,0,0.338028169,0.338028169,2.625,0.1625,-0.671875,0.875,0.34375,-0.640625
2169.txt,-0.870117303,188,0.386363636,0.375,0.022727273,0.375,0,0.022727273,0.954545455,0.465909091,0.488636364,1.443181818,1.829545455,9.738636364,12.25,446.5909091,456.3295455,0.110737066,52023.25,0.144525384,5.287644587,225377.9886,4.823974953,2.653571201,1174333.602,2.920574694,2.764308267,1226356.852,3.065100078,2.33E-07,8.08E-05,1.18E-05,0.003444377,1.21E-05,0.003525132,0.045454545,1.25,1.295454545,3.444444444,0.247222222,-0.50617284,4.111111111,0.894179894,0.234567901
2170.txt,0.00942841,151,0.416666667,0.285714286,0.035714286,0.261904762,0.011904762,0.035714286,1.011904762,0.285714286,0.321428571,1.333333333,1.75,16.28571429,12.08333333,282.2261905,298.5119048,0.099080021,66754.33333,0.223502232,5.377706638,313553.9167,5.293393475,1.854906774,865086.7619,1.815819449,1.953986795,931841.0952,2.039321681,5.08E-07,0.000145292,3.64E-06,0.001771093,4.15E-06,0.001916385,0.071428571,0.726190476,0.797619048,3.222222222,0.238888889,-0.641975309,2.666666667,0.888888889,-0.037037037
2172.txt,-1.314832607,188,0.193548387,0.172043011,0.032258065,0.150537634,0,0.032258065,0.903225806,0.161290323,0.193548387,1.096774194,1.290322581,11.01075269,9.505376344,114.0537634,125.0645161,0.373278609,44204.74194,0.195003965,5.939175897,153454.6989,4.259234049,1.934980025,337424.2366,0.956180747,2.308258634,381628.9785,1.151184712,9.47E-07,0.000107975,3.12E-06,0.000762472,4.07E-06,0.000870448,0.075268817,0.408602151,0.483870968,2.4,0.14,-0.66,1.6,0.841666667,0.06
2173.txt,-1.369311733,175,0.42,0.27,0.11,0.2,0.03,0.11,0.93,0.25,0.36,1.29,1.71,42.83,11.67,277.81,320.64,1.004273345,127009.64,0.659445079,9.21085916,153662.96,4.399966493,4.732210541,775751.32,1.577925156,5.736483886,902760.96,2.237370235,2.92E-06,0.000397034,5.72E-06,0.002152016,8.64E-06,0.00254905,0.21,0.55,0.76,2.7,0.17,-0.53,3.2,0.913333333,0.32
2174.txt,-0.670190986,170,0.435897436,0.384615385,0.102564103,0.333333333,0,0.102564103,0.884615385,0.371794872,0.474358974,1.358974359,1.794871795,23.38461538,12.17948718,486.6923077,510.0769231,0.118731178,101085.0897,0.583609533,4.595766974,304523.2179,4.689172659,0.552626389,936418.6795,2.336397606,0.671357567,1037503.769,2.920007139,5.55E-06,0.00025946,1.04E-05,0.004860426,1.60E-05,0.005119886,0.230769231,0.884615385,1.115384615,3.875,0.29375,-0.515625,4.25,0.914583333,0.53125
2175.txt,0.15532111,165,0.23255814,0.151162791,0.023255814,0.151162791,0.011627907,0.023255814,0.941860465,0.174418605,0.197674419,1.139534884,1.372093023,4.313953488,9.790697674,140.3953488,144.7093023,0.563928919,11132.5,0.131948725,12.81557267,128395.3256,4.532475407,1.57860291,301613.8721,1.028895799,2.142531829,312746.3721,1.160844523,7.45E-07,5.93E-05,5.25E-06,0.001111953,5.99E-06,0.001171234,0.034883721,0.38372093,0.418604651,2.555555556,0.17037037,-0.271604938,1.777777778,0.861111111,-0.358024691
2176.txt,0.238440727,196,0.298701299,0.155844156,0,0.155844156,0.012987013,0,0.987012987,0.220779221,0.220779221,1.207792208,1.506493506,0,11.18181818,361.6493506,361.6493506,0,0,0,2.272669938,276166.5325,5.046980978,1.719117554,649696.5714,1.409311313,1.719117554,649696.5714,1.409311313,0,0,6.96E-06,0.003493031,6.96E-06,0.003493031,0,0.545454545,0.545454545,3.125,0.223214286,-0.359375,1.5,0.48125,-0.6875
2177.txt,-0.133798219,159,0.341463415,0.292682927,0.109756098,0.219512195,0,0.109756098,0.853658537,0.256097561,0.365853659,1.219512195,1.56097561,46.41463415,11.90243902,336.4268293,382.8414634,0.260994789,222642.5366,0.687642364,3.653864125,179209.0366,4.320653295,0.659530971,678003.5366,1.608080127,0.92052576,900646.0732,2.295722491,1.39E-06,0.000412596,7.71E-06,0.003472209,9.09E-06,0.003884805,0.207317073,0.573170732,0.780487805,2.555555556,0.155555556,-0.382716049,3.111111111,0.944444444,0.12345679
2178.txt,-2.768319641,179,0.254901961,0.205882353,0.078431373,0.137254902,0.009803922,0.078431373,0.833333333,0.147058824,0.225490196,1.058823529,1.31372549,16.51960784,8.5,133.1960784,149.7156863,0.472690513,80896.64706,0.455831972,3.853891728,115468.4118,3.936468191,0.948015718,307222.1961,0.901051539,1.420706231,388118.8431,1.356883512,1.27E-06,0.000136313,4.33E-06,0.001143513,5.60E-06,0.001279826,0.225490196,0.401960784,0.62745098,2.545454545,0.154545455,-0.768595041,2,0.709090909,0.818181818
2179.txt,-1.046527731,184,0.367816092,0.344827586,0.08045977,0.298850575,0.034482759,0.08045977,0.988505747,0.310344828,0.390804598,1.379310345,1.747126437,34.75862069,9.83908046,450.6436782,485.4022989,0.233364603,119831.0575,0.488186521,7.985171344,253678.2989,4.912373105,1.645267664,1058682.46,1.995032315,1.878632268,1178513.517,2.483218836,2.12E-06,0.000316079,7.21E-06,0.004155191,9.33E-06,0.00447127,0.149425287,0.747126437,0.896551724,3.222222222,0.236507937,-0.308641975,3,0.816666667,0.333333333
2180.txt,-1.470830809,179,0.302083333,0.28125,0.03125,0.270833333,0.010416667,0.041666667,0.979166667,0.291666667,0.333333333,1.3125,1.614583333,15.66666667,8.395833333,407.7395833,423.40625,1.284553729,35897.91667,0.244724549,10.65866715,75758.01042,4.297114661,4.17114332,945154.5104,1.808245659,5.455697049,981052.4271,2.052970208,9.52E-07,0.000112647,8.10E-06,0.003784953,9.05E-06,0.0038976,0.09375,0.708333333,0.802083333,3,0.213333333,-0.7,3.1,0.983333333,0.31
2181.txt,-0.426176432,164,0.342465753,0.205479452,0.054794521,0.164383562,0.02739726,0.054794521,0.97260274,0.191780822,0.246575342,1.219178082,1.561643836,22.1369863,11.90410959,236.0821918,258.2191781,0.522638499,105939.1233,0.343757928,3.761452421,192502.0411,4.794423439,0.898016549,392036.9178,1.150253963,1.420655048,497976.0411,1.494011891,6.01E-07,0.000196813,7.32E-06,0.002454876,7.92E-06,0.002651689,0.123287671,0.424657534,0.547945205,2.375,0.1375,-0.453125,2,0.6875,-0.125
2183.txt,0.348012868,147,0.253333333,0.106666667,0,0.106666667,0.04,0,0.933333333,0.133333333,0.133333333,1.066666667,1.32,0,13.85333333,123.4666667,123.4666667,0,0,0,13.13325123,107874.84,4.421702206,0.578582815,223689.68,0.781609968,0.578582815,223689.68,0.781609968,0,0,3.20E-06,0.000982543,3.20E-06,0.000982543,0,0.346666667,0.346666667,2.625,0.1875,-0.296875,1.25,0.625,0.15625
2184.txt,0.516561198,148,0.449275362,0.086956522,0,0.086956522,0,0,0.971014493,0.086956522,0.086956522,1.057971014,1.507246377,0,9.057971014,140.2028986,140.2028986,0,0,0,1.268115942,192109.9275,4.869176059,0.041685481,234637.8261,0.555339724,0.041685481,234637.8261,0.555339724,0,0,2.36E-06,0.001287399,2.36E-06,0.001287399,0,0.202898551,0.202898551,2.571428571,0.158730159,-0.632653061,0.857142857,0.571428571,-0.734693878
2185.txt,-0.376403238,146,0.412698413,0.317460317,0.063492063,0.26984127,0.079365079,0.063492063,1.031746032,0.333333333,0.396825397,1.428571429,1.841269841,26.42857143,13.71428571,261.1111111,287.5396825,0.1937046,31796.60317,0.361752496,6.053725584,229338.4603,5.08215211,1.088286482,664461.873,2.019236313,1.281991083,696258.4762,2.380988808,3.99E-06,0.000306524,8.03E-06,0.002042673,1.20E-05,0.002349196,0.158730159,0.888888889,1.047619048,2.428571429,0.176190476,-0.367346939,3.285714286,0.947619048,0.755102041
2186.txt,-2.100956667,193,0.247787611,0.504424779,0.150442478,0.477876106,0.026548673,0.159292035,1.017699115,0.566371681,0.725663717,1.743362832,1.991150442,47.89380531,13.53097345,616.2831858,664.1769912,1.053296728,164080.0885,0.936478426,6.799896667,286913.0531,5.053324275,3.59161222,1789551.195,3.569494879,4.644908948,1953631.283,4.505973305,3.49E-06,0.000377333,1.08E-05,0.00392782,1.43E-05,0.004305153,0.353982301,1.442477876,1.796460177,2.666666667,0.186111111,-0.611111111,5,0.787095543,0
2187.txt,-1.201607893,144,0.305555556,0.347222222,0.152777778,0.222222222,0.013888889,0.166666667,0.861111111,0.333333333,0.5,1.361111111,1.666666667,38.43055556,21.125,390.3611111,428.7916667,1.821255501,184665.3611,0.951402002,5.17228572,186655.6389,4.372529862,3.567839036,896971.9444,2.100952247,5.389094537,1081637.306,3.052354249,1.26E-05,0.000336869,6.96E-06,0.002961018,1.95E-05,0.003297887,0.402777778,0.791666667,1.194444444,2.375,0.1375,-0.453125,4.125,0.81875,0.390625
2188.txt,-3.25631229,172,0.256097561,0.341463415,0.12195122,0.243902439,0.06097561,0.12195122,0.841463415,0.304878049,0.426829268,1.268292683,1.524390244,17.76829268,14.59756098,293.0243902,310.7926829,0.507350292,98658.67073,0.669452461,6.491014275,163617.9878,4.142582109,2.24382251,780578.5488,1.8288978,2.751172802,879237.2195,2.498350261,2.51E-06,0.00015072,3.97E-06,0.001821827,6.48E-06,0.001972546,0.304878049,0.792682927,1.097560976,2.555555556,0.2,-0.49382716,3.555555556,0.943386243,0.50617284
2189.txt,-0.53217563,161,0.243243243,0.324324324,0.081081081,0.256756757,0.013513514,0.081081081,0.945945946,0.27027027,0.351351351,1.297297297,1.540540541,18.05405405,11.5,321.7837838,339.8378378,0.964712972,65592.90541,0.471874087,2.985683162,178892.7568,4.646924848,1.477199106,614604.9189,1.669305949,2.441912078,680197.8243,2.141180036,1.73E-06,0.000139874,7.40E-06,0.003338191,9.13E-06,0.003478065,0.216216216,0.540540541,0.756756757,2.625,0.18125,-0.546875,2.875,0.90922619,0.609375
2190.txt,-1.434459212,157,0.181818182,0.522727273,0.125,0.477272727,0.045454545,0.125,1,0.568181818,0.693181818,1.693181818,1.875,46.06818182,15.22727273,480.6022727,526.6704545,1.293096883,168155.2727,0.762125851,7.417478126,509096.3636,5.128225475,3.578698315,1317673.739,3.44073077,4.871795197,1485829.011,4.202856622,1.89E-06,0.000384464,1.65E-05,0.003823575,1.84E-05,0.004208039,0.238636364,1.556818182,1.795454545,2.555555556,0.158333333,-0.49382716,5.555555556,0.859126984,0.950617284
2191.txt,-1.639359581,165,0.284090909,0.238636364,0.079545455,0.193181818,0.011363636,0.079545455,0.852272727,0.204545455,0.284090909,1.136363636,1.420454545,20.07954545,14.77272727,222.3409091,242.4204545,0.206101757,108961.8636,0.479518791,1.85485489,417903.7045,4.573510402,0.209889734,538982.9205,1.301558215,0.415991491,647944.7841,1.781077005,5.27E-07,0.000168532,4.58E-06,0.00216283,5.11E-06,0.002331362,0.204545455,0.568181818,0.772727273,2.777777778,0.183333333,-0.691358025,2.777777778,1,-0.358024691
2192.txt,-2.049657104,146,0.31884058,0.275362319,0.028985507,0.260869565,0.014492754,0.028985507,0.942028986,0.347826087,0.376811594,1.31884058,1.637681159,2.507246377,18.86956522,268.7971014,271.3043478,0.340419812,19315.81159,0.16206735,5.579025884,222019.2464,4.732108152,3.871206042,698288.6087,2.007065535,4.211625854,717604.4203,2.169132886,3.81E-07,1.34E-05,1.09E-05,0.002456133,1.13E-05,0.002469567,0.086956522,0.855072464,0.942028986,2.714285714,0.174603175,-0.183673469,3.428571429,0.792857143,0.204081633
2193.txt,-2.366802097,168,0.266666667,0.333333333,0.088888889,0.3,0,0.088888889,0.733333333,0.366666667,0.455555556,1.188888889,1.455555556,29.91111111,9.2,460.9,490.8111111,0.970506722,148577.4444,0.5514482,7.993193843,77917.4,3.325070939,4.940268668,908014.6111,2.309042156,5.91077539,1056592.056,2.860490356,1.05E-06,0.000255763,1.45E-05,0.003457095,1.56E-05,0.003712859,0.166666667,0.855555556,1.022222222,2.333333333,0.133333333,-0.62962963,3.777777778,0.851851852,-0.135802469
2194.txt,0.526813057,160,0.367088608,0.35443038,0.037974684,0.35443038,0.037974684,0.037974684,1.012658228,0.392405063,0.430379747,1.443037975,1.810126582,7.620253165,16.41772152,431.9493671,439.5696203,0.269629504,39645.21519,0.221533261,4.647215426,284284.1772,5.163126116,1.832375879,1125938.228,2.478077123,2.102005383,1165583.443,2.699610384,5.74E-07,5.87E-05,6.48E-06,0.003048691,7.06E-06,0.003107357,0.063291139,1.063291139,1.126582278,2.5,0.15,-0.6875,4,0.95,0.5
2195.txt,-0.943329143,145,0.394736842,0.276315789,0.131578947,0.184210526,0.078947368,0.131578947,1.026315789,0.197368421,0.328947368,1.355263158,1.75,36.5,12.86842105,133.6842105,170.1842105,2.12023222,196402.1974,0.786293016,6.419132768,166732.9605,4.823019987,3.312763556,428662.4868,1.210543,5.432995775,625064.6842,1.996836016,4.64E-06,0.000315074,3.98E-06,0.000977746,8.62E-06,0.00129282,0.289473684,0.539473684,0.828947368,2.625,0.179166667,-0.546875,2.75,0.8125,0.09375
2196.txt,0.347466115,144,0.246153846,0.246153846,0.030769231,0.215384615,0.061538462,0.030769231,0.984615385,0.292307692,0.323076923,1.307692308,1.553846154,5.2,14.76923077,462.6153846,467.8153846,2.289377289,4649.107692,0.15936163,5.088367891,203569.6615,4.964446336,0.785991839,852438.6,1.84710487,3.075369128,857087.7077,2.0064665,3.26E-06,7.61E-05,8.22E-06,0.00430427,1.15E-05,0.004380325,0.123076923,0.661538462,0.784615385,2.428571429,0.157142857,-0.367346939,2.428571429,0.852040816,0.06122449
2197.txt,-0.400134082,162,0.518987342,0.17721519,0.050632911,0.126582278,0,0.050632911,0.962025316,0.139240506,0.189873418,1.151898734,1.670886076,9.658227848,10.07594937,71.06329114,80.72151899,0.003545722,36332.05063,0.2779694,0.857509135,93620.79747,4.498418666,0.698197807,232154.0506,0.859836004,0.701743529,268486.1013,1.137805404,3.98E-06,0.000125155,1.11E-06,0.000293331,5.09E-06,0.000418486,0.139240506,0.417721519,0.556962025,3.25,0.226388889,-0.46875,1.5,0.614583333,-0.4375
2198.txt,-0.621404507,183,0.481927711,0.156626506,0.024096386,0.13253012,0,0.024096386,0.975903614,0.144578313,0.168674699,1.144578313,1.626506024,5.060240964,10.27710843,127.7349398,132.7951807,0.023470505,17344.44578,0.134210328,2.084001029,166721.3614,4.840045126,1.983444402,330970.6145,0.882483972,2.006914907,348315.0602,1.0166943,1.73E-06,6.70E-05,3.00E-06,0.001109335,4.73E-06,0.001176341,0.048192771,0.385542169,0.43373494,3.111111111,0.237037037,-0.432098765,1.555555556,0.888888889,-0.160493827
2199.txt,-3.295576101,161,0.322916667,0.385416667,0.104166667,0.34375,0,0.104166667,0.947916667,0.375,0.479166667,1.427083333,1.75,31.01041667,8.1875,627.0520833,658.0625,0.566028831,142452.9583,0.615428889,6.590595668,162866.4063,4.751821327,1.693979327,1659945.958,2.459926787,2.260008157,1802398.917,3.075355675,4.08E-06,0.000292883,9.71E-06,0.005271899,1.38E-05,0.005564782,0.239583333,0.895833333,1.135416667,2.8,0.186666667,-0.42,4,0.800595238,0.2
2200.txt,-0.73102331,158,0.315789474,0.342105263,0.105263158,0.289473684,0.065789474,0.105263158,1.039473684,0.355263158,0.460526316,1.5,1.815789474,29.43421053,14.5,458.3684211,487.8026316,0.775894789,118931.5395,0.611699948,15.08671445,172975.2237,4.830640002,6.421879969,770506.5263,2.213356908,7.197774758,889438.0658,2.825056856,1.67E-06,0.000227666,1.36E-05,0.003984161,1.52E-05,0.004211827,0.236842105,0.855263158,1.092105263,2.625,0.170833333,-0.546875,3.5,0.861111111,0.1875
2201.txt,-1.821145526,159,0.313953488,0.453488372,0.046511628,0.418604651,0.034883721,0.046511628,0.988372093,0.430232558,0.476744186,1.465116279,1.779069767,2.744186047,16.45348837,380.9767442,383.7209302,1.030018878,14714.47674,0.220461863,5.297256596,125411.6047,4.747924962,2.470733299,609867.9767,2.568520044,3.500752177,624582.4535,2.788981907,8.92E-06,3.23E-05,1.12E-05,0.00281132,2.02E-05,0.002843655,0.104651163,0.941860465,1.046511628,2.555555556,0.162962963,-0.382716049,2.777777778,0.650793651,-0.024691358
2202.txt,-2.451063403,164,0.198113208,0.433962264,0.08490566,0.396226415,0.047169811,0.08490566,0.943396226,0.462264151,0.547169811,1.490566038,1.688679245,30.93396226,20.5754717,553.0283019,583.9622642,1.062272536,140349.0943,0.513405688,6.848561609,122350.4151,4.516919087,3.348629011,1190580.217,2.87199577,4.410901547,1330929.311,3.385401458,1.25E-06,0.000284199,1.20E-05,0.004510754,1.33E-05,0.004794954,0.179245283,1.066037736,1.245283019,2.181818182,0.124242424,-0.710743802,4.272727273,0.861471861,0.297520661
2203.txt,-0.915324553,177,0.386363636,0.375,0.159090909,0.340909091,0.034090909,0.159090909,0.977272727,0.375,0.534090909,1.511363636,1.897727273,12.57954545,16.84090909,395.7840909,408.3636364,5.523459383,71337.68182,0.754985107,13.46610515,228166.7273,4.834637607,3.594531962,787124.5909,2.270853995,9.117991346,858462.2727,3.025839102,1.80E-07,6.14E-05,1.35E-05,0.003781442,1.37E-05,0.003842886,0.681818182,0.954545455,1.636363636,2.777777778,0.180555556,-0.580246914,4.111111111,0.816666667,0.012345679
2204.txt,-0.914086347,191,0.362637363,0.10989011,0.021978022,0.087912088,0,0.021978022,0.923076923,0.087912088,0.10989011,1.032967033,1.395604396,3.263736264,10.94505495,95.89010989,99.15384615,0.052328624,7033.285714,0.117077701,1.831904359,125847.5165,4.246535207,0.294970209,141106.2747,0.52881311,0.347298833,148139.5604,0.645890812,5.11E-07,4.41E-05,8.69E-06,0.001013508,9.20E-06,0.001057648,0.054945055,0.241758242,0.296703297,3,0.2,-0.3,1,0.7,-0.3
2205.txt,0.449735898,134,0.4,0.146666667,0.053333333,0.093333333,0,0.053333333,0.973333333,0.12,0.173333333,1.146666667,1.546666667,6.52,12.50666667,104.8533333,111.3733333,0.50938646,13147.62667,0.27483067,3.519823104,136103.36,4.651301948,0.62918369,209383.2267,0.731868018,1.138570151,222530.8533,1.006698688,5.21E-06,9.89E-05,3.31E-06,0.000980483,8.51E-06,0.001079355,0.146666667,0.32,0.466666667,3,0.225,-0.25,1.625,0.875,0.453125
2207.txt,-1.292461866,157,0.415584416,0.324675325,0.103896104,0.246753247,0.064935065,0.103896104,1.012987013,0.298701299,0.402597403,1.415584416,1.831168831,17.20779221,17.16883117,359.8701299,377.0779221,0.498393572,109138.9481,0.588487852,444.1901721,132743.8312,4.776779384,1.414968852,761644.039,1.840557942,1.913362423,870782.987,2.429045794,0.621119414,0.311812705,8.52E-06,0.002851003,0.621127931,0.314663708,0.324675325,0.649350649,0.974025974,3.125,0.217857143,-0.359375,3.125,0.763194444,0.765625
2208.txt,-0.014684677,176,0.301204819,0.180722892,0.072289157,0.13253012,0,0.072289157,0.86746988,0.144578313,0.21686747,1.084337349,1.385542169,11.45783133,12.19277108,115.2650602,126.7228916,0.525244548,52761.51807,0.388465471,2.000111452,158185.9639,4.125569975,1.271455923,304613.5663,0.856051671,1.796700472,357375.0843,1.244517141,6.00E-06,0.00012843,3.86E-06,0.00080222,9.86E-06,0.00093065,0.180722892,0.337349398,0.518072289,2.222222222,0.148148148,-0.641975309,2,0.888888889,0.777777778
2209.txt,-1.351507354,184,0.290322581,0.344086022,0.064516129,0.322580645,0.096774194,0.064516129,1.010752688,0.376344086,0.440860215,1.451612903,1.741935484,13.65591398,24.80645161,633.9677419,647.6236559,0.661794491,62483.06452,0.366765266,8.10579052,178817.2258,4.806468286,3.028777724,1402659.559,2.428393562,3.690572214,1465142.624,2.795158828,1.33E-06,0.000121265,1.25E-05,0.006020043,1.39E-05,0.006141308,0.096774194,0.817204301,0.913978495,2.8,0.203333333,-0.62,3.6,0.889880952,0.26
2210.txt,-0.531309028,183,0.5,0.170212766,0.063829787,0.138297872,0,0.063829787,0.893617021,0.14893617,0.212765957,1.106382979,1.606382979,25.85106383,13.4893617,173.9361702,199.787234,0.138817383,148519.8723,0.406359084,0.748133632,216322.9362,4.506940676,0.18386103,428674.1596,0.939686826,0.322678412,577194.0319,1.34604591,5.77E-07,0.000203793,5.57E-06,0.001654992,6.15E-06,0.001858785,0.127659574,0.414893617,0.542553191,2.9,0.205,-0.51,1.8,0.76,-0.42
2211.txt,-0.977261889,185,0.244444444,0.211111111,0.011111111,0.211111111,0.055555556,0.011111111,1.022222222,0.233333333,0.244444444,1.266666667,1.511111111,1.066666667,15.34444444,299.3777778,300.4444444,0.011695906,4421.822222,0.062220487,3.407425012,387109.4111,5.327090137,1.281938318,770809.2222,1.454139773,1.293634225,775231.0444,1.51636026,1.96E-07,1.20E-05,6.34E-06,0.002597113,6.54E-06,0.002609128,0.011111111,0.566666667,0.577777778,2.777777778,0.177777778,-0.580246914,2.111111111,0.907407407,0.012345679
2212.txt,0.543572822,180,0.284090909,0.215909091,0.045454545,0.170454545,0.034090909,0.045454545,1,0.204545455,0.25,1.25,1.534090909,5.534090909,15.10227273,141.3295455,146.8636364,0.538277512,14942.17045,0.215649655,4.599569455,100052.9659,4.610762482,1.675608543,272639.8068,1.15998481,2.213886055,287581.9773,1.375634465,8.86E-06,5.97E-05,7.38E-06,0.001399169,1.62E-05,0.001458857,0.090909091,0.431818182,0.522727273,2.777777778,0.183333333,-0.135802469,2.444444444,0.777777778,0.604938272
2213.txt,-0.398495737,154,0.25974026,0.311688312,0.038961039,0.285714286,0,0.038961039,0.987012987,0.350649351,0.38961039,1.376623377,1.636363636,13.03896104,11.19480519,351.5844156,364.6233766,0.967420632,46592.90909,0.228955541,6.813472659,241824.7403,5.118927855,0.805338769,750785.3117,2.105757111,1.772759402,797378.2208,2.334712653,1.71E-06,0.000130412,1.07E-05,0.003314467,1.24E-05,0.003444879,0.090909091,0.857142857,0.948051948,3,0.210714286,-0.125,3.625,0.984375,0.953125
2214.txt,-0.975864571,147,0.2,0.328571429,0.114285714,0.257142857,0,0.114285714,0.942857143,0.285714286,0.4,1.342857143,1.542857143,24.4,14.21428571,247.4285714,271.8285714,0.511371291,112266.0714,0.635429093,3.236266959,203651.3429,4.702891801,1.821574646,786085.1429,1.724969781,2.332945937,898351.2143,2.360398874,1.21E-06,0.000209662,4.03E-06,0.001575776,5.24E-06,0.001785438,0.285714286,0.714285714,1,2.142857143,0.114285714,-0.408163265,3.714285714,0.812698413,1.387755102
2215.txt,-0.686426975,171,0.359550562,0.235955056,0.056179775,0.202247191,0,0.056179775,0.97752809,0.247191011,0.303370787,1.280898876,1.640449438,16.76404494,14.86516854,230.1011236,246.8651685,0.268601886,69730.22472,0.328397484,2.441299603,200010.7079,4.679275399,2.536791729,539004.809,1.462740116,2.805393615,608735.0337,1.7911376,9.01E-07,0.000128451,6.77E-06,0.002004871,7.67E-06,0.002133321,0.112359551,0.662921348,0.775280899,2.888888889,0.190123457,-0.234567901,2.888888889,0.981481481,0.098765432
2216.txt,-1.189793773,148,0.266666667,0.24,0.013333333,0.226666667,0.04,0.013333333,0.893333333,0.24,0.253333333,1.146666667,1.413333333,4.773333333,8.84,132.7866667,137.56,0.003734827,32031.84,0.085075242,10.82464368,118078.2667,4.150538784,3.039767047,346870.84,1.397674335,3.043501875,378902.68,1.482749577,8.88E-08,3.30E-05,8.06E-06,0.001046398,8.15E-06,0.001079355,0.026666667,0.573333333,0.6,2.875,0.2125,-0.015625,2.25,0.96875,0.15625
2217.txt,0.443100663,196,0.296703297,0.32967033,0.010989011,0.318681319,0,0.010989011,0.989010989,0.340659341,0.351648352,1.340659341,1.637362637,5.483516484,14.9010989,488.6813187,494.1648352,0.006619886,23908.32967,0.069643853,2.685055416,275870.967,5.016161702,2.479640099,1037382.835,2.165444877,2.486259986,1061291.165,2.23508873,1.52E-07,5.09E-05,9.45E-06,0.004682171,9.61E-06,0.004733101,0.021978022,0.791208791,0.813186813,2.5,0.15,-0.45,2.9,0.816666667,-0.01
2218.txt,-1.223960185,150,0.376623377,0.428571429,0.25974026,0.233766234,0,0.25974026,0.909090909,0.25974026,0.519480519,1.428571429,1.805194805,54.44155844,15.35064935,329.1168831,383.5584416,1.3358039,304720.0779,1.510155021,5.485574128,172331.4026,4.486322966,3.867281455,772924.0779,1.641193939,5.203085355,1077644.156,3.15134896,4.92E-06,0.000461457,8.74E-06,0.002997466,1.37E-05,0.003458923,0.636363636,0.675324675,1.311688312,2.875,0.203571429,-0.390625,4.625,0.938541667,0.328125
2219.txt,-1.255921325,152,0.3,0.328571429,0.028571429,0.314285714,0.014285714,0.028571429,0.842857143,0.385714286,0.414285714,1.257142857,1.557142857,7.185714286,9.728571429,288.1857143,295.3714286,1.04130809,31105.37143,0.136751626,5.697747269,180029.6857,4.080781972,5.777553401,634716.9857,2.25383694,6.81886149,665822.3571,2.390588566,1.97E-07,6.62E-05,1.64E-05,0.002449736,1.66E-05,0.002515945,0.057142857,0.871428571,0.928571429,3,0.2,-0.142857143,4,0.964285714,1.285714286
2220.txt,-1.162651542,140,0.267605634,0.169014085,0.028169014,0.14084507,0,0.028169014,0.704225352,0.169014085,0.197183099,0.901408451,1.169014085,10.08450704,6.154929577,166.7605634,176.8450704,0.00789048,67672.90141,0.179736427,2.342791464,96931.85915,3.265312454,2.009032666,331403.338,1.002527366,2.016923146,399076.2394,1.182263793,1.88E-07,6.96E-05,5.80E-06,0.001664552,5.99E-06,0.001734181,0.056338028,0.366197183,0.422535211,2.5,0.15,-0.3125,1.625,0.708333333,-0.046875
